lat,lon,region,rooms,area,building_type
55.0303931,83.0155452,9654,1,33.58,1
54.9436459,82.9649398,9654,2,63.13,1
55.0303931,83.0155452,9654,2,58.75,1
55.017756,83.003578,9654,2,65.0,1
55.017756,83.003578,9654,1,33.58,1
54.9460168,82.9728021,9654,1,41.39,1
55.0207064,83.0061471,9654,2,59.0,1
55.001039,83.008941,9654,1,43.0,3
54.947786,82.970996,9654,1,48.02,1
55.0229726,82.913108,9654,3,104.0,3
55.0139939,83.0033194,9654,3,87.39,1
55.0303931,83.0155452,9654,1,41.36,1
54.9449409,82.971643,9654,2,56.14,1
55.0303931,83.0155452,9654,2,63.85,1
55.017756,83.003578,9654,1,48.94,1
54.9878391,82.8215269,9654,2,45.3,3
54.923724,82.976835,9654,1,32.7,3
55.01771,82.944786,9654,3,127.4,3
55.0303931,83.0155452,9654,3,87.0,1
55.012935,83.0045233,9654,1,41.36,1
54.946948,82.970115,9654,1,39.02,1
55.102112,82.975353,9654,1,38.19,0
54.98387,82.903885,9654,1,34.1,1
54.94656,82.970744,9654,1,39.02,1
54.945149,82.959938,9654,1,32.47,1
55.0867118,82.6370542,9654,1,34.0,3
54.9414228,82.9629118,9654,3,87.39,1
55.0303931,83.0155452,9654,1,33.58,1
54.945423,82.970861,9654,3,86.96,1
54.9460168,82.9728021,9654,2,56.14,1
54.983784,82.8181384,9654,2,64.2,3
55.0303931,83.0155452,9654,1,48.94,1
54.9411466,82.9622915,9654,1,41.39,1
54.862114,83.07869,9654,2,41.8,3
54.946236,82.97248,9654,3,86.0,1
55.0176723,83.003522,9654,1,39.35,1
54.94656,82.970744,9654,1,39.02,1
54.947346,82.97016,9654,2,58.0,1
54.94361,82.962845,9654,1,48.0,1
55.038372,82.921804,9654,3,103.6,3
54.94654,82.971405,9654,1,39.35,1
54.9460168,82.9728021,9654,2,56.14,1
54.9439663,82.964339,9654,1,33.58,1
54.947346,82.97016,9654,1,48.0,1
55.0303931,83.0155452,9654,1,41.36,1
55.0303931,83.0155452,9654,1,33.0,1
55.013916,83.00329,9654,1,39.02,1
55.020946,83.008599,9654,1,42.41,1
55.034454,82.99428,9654,1,30.53,3
54.944957,82.96274,9654,1,32.5,1
55.073536,82.95262,9654,2,53.0,3
55.0139939,83.0033194,9654,1,41.36,1
54.94654,82.971405,9654,3,59.0,4
55.0348973,83.0254319,9654,1,32.47,1
54.94361,82.962845,9654,1,48.94,1
55.017756,83.003578,9654,1,41.36,1
55.013916,83.00329,9654,1,39.02,1
55.073215,82.98236,9654,1,36.0,3
55.0303931,83.0155452,9654,1,48.94,1
54.947786,82.970996,9654,1,48.02,1
55.0128684,82.9999987,9654,1,32.47,1
55.0144633,83.0020738,9654,1,48.02,1
55.018284,82.94221,9654,2,90.0,3
54.9471407,82.9585961,9654,1,33.58,1
55.031696,82.908424,9654,3,125.8,3
55.0303931,83.0155452,9654,2,63.85,1
54.9652381,82.9628527,9654,2,71.0,3
54.9471407,82.9585961,9654,2,58.75,1
55.0207064,83.0061471,9654,2,59.0,1
54.94361,82.962845,9654,1,33.0,1
55.7320623,49.177136,2922,1,45.0,3
55.7673685,49.172658,2922,1,42.0,2
54.942853,82.96,9654,1,41.36,1
55.029434,83.02724,9654,2,58.0,1
55.013916,83.00329,9654,3,59.02,1
55.043345,83.001296,9654,1,29.0,3
54.9936,82.90317,9654,1,18.0,3
54.9446991,82.9679225,9654,3,59.02,1
55.013916,83.00329,9654,3,87.39,1
55.0303931,83.0155452,9654,1,41.36,1
54.9462196,82.9737747,9654,1,43.0,1
55.013916,83.00329,9654,1,39.0,1
54.945423,82.970861,9654,1,39.0,1
54.944926,82.973996,9654,2,58.75,1
55.0303931,83.0155452,9654,1,58.75,1
55.0550516,82.9787913,9654,2,43.7,3
55.0550516,82.9787913,9654,3,43.7,3
54.945778,82.97078,9654,1,39.0,1
53.41442,83.536755,6817,-1,28.0,3
54.766463,83.0812482,9654,1,36.0,3
53.357171,83.7654901,6817,2,42.0,3
54.945857,82.967924,9654,3,87.39,1
55.0303931,83.0155452,9654,2,58.75,1
54.9471407,82.9585961,9654,2,58.03,1
56.2364709,43.9535087,2871,1,40.0,3
53.3388755,83.6894358,6817,3,77.0,2
54.975925,83.096257,9654,2,44.0,1
55.0550516,82.9787913,9654,2,42.0,3
55.076145,82.97418,9654,2,69.0,3
55.0303931,83.0155452,9654,1,33.58,1
55.0139939,83.0033194,9654,1,41.36,1
55.013916,83.00329,9654,3,59.02,1
55.012889,83.000083,9654,1,13.78,1
54.9471407,82.9585961,9654,1,33.0,1
54.945423,82.970861,9654,1,43.0,1
54.944993,82.962031,9654,1,39.02,1
55.0303931,83.0155452,9654,1,33.58,1
55.0128402,83.0018862,9654,1,48.02,1
55.013916,83.00329,9654,3,87.39,1
54.9471407,82.9585961,9654,3,59.02,1
55.013916,83.00329,9654,3,87.39,1
55.029434,83.02724,9654,1,43.0,1
55.026012,82.92212,9654,2,50.2,3
55.013916,83.00329,9654,1,41.36,1
54.920204,82.983635,9654,2,43.0,3
55.0168082,83.0089087,9654,1,41.0,1
55.0168082,83.0089087,9654,3,59.02,1
55.013916,83.00329,9654,2,58.75,1
54.945609,82.96027,9654,1,34.0,1
55.0303931,83.0155452,9654,1,48.94,1
55.0303931,83.0155452,9654,2,58.75,1
54.94656,82.970744,9654,3,87.0,1
55.013916,83.00329,9654,2,63.13,1
54.9414228,82.9629118,9654,3,87.39,1
54.946948,82.970115,9654,3,59.0,2
55.0168082,83.0089087,9654,1,41.36,1
54.946644,82.96875,9654,1,32.47,1
54.938208,82.961537,9654,2,53.0,2
55.013844,82.888664,9654,1,44.0,0
54.945236,82.961357,9654,3,87.78,1
55.02777,83.02771,9654,1,33.0,1
55.0182449,83.0058781,9654,1,43.39,1
54.98387,82.903885,9654,2,34.1,3
55.069422,82.812335,9654,4,142.0,3
54.9395086,82.8836234,9654,3,79.23,1
54.945443,82.96857,9654,1,41.36,1
55.0303931,83.0155452,9654,1,39.02,1
54.94702,82.972235,9654,3,59.02,1
56.3009783,43.9821586,2871,2,46.8,1
54.945236,82.961357,9654,3,87.39,1
54.94654,82.971405,9654,3,59.0,1
54.9438939,82.9668414,9654,1,33.58,1
59.9943873,30.3545886,2661,1,29.5,3
54.945443,82.96857,9654,1,39.02,1
55.0303931,83.0155452,9654,3,87.39,1
54.9471407,82.9585961,9654,3,87.39,1
55.017756,83.003578,9654,1,48.94,1
55.029434,83.02724,9654,1,48.8,1
55.0303931,83.0155452,9654,2,63.85,1
55.017756,83.003578,9654,3,59.02,1
55.014108,83.0016615,9654,1,58.03,1
54.942853,82.96,9654,3,87.39,1
54.935994,82.920725,9654,3,69.2,3
55.017756,83.003578,9654,1,39.02,1
55.014108,83.0016615,9654,1,33.58,1
55.0139939,83.0033194,9654,1,39.35,1
55.0303931,83.0155452,9654,1,58.7,1
55.0303931,83.0155452,9654,1,33.58,1
55.013916,83.00329,9654,1,39.35,1
54.9471407,82.9585961,9654,1,41.36,1
55.0303931,83.0155452,9654,1,58.75,1
55.2031658,83.2927366,9654,1,36.0,3
54.944957,82.96274,9654,1,32.47,1
54.943893,82.96749,9654,3,73.8,1
54.943577,82.95886,9654,3,87.39,1
55.03489,82.9712,9654,3,60.0,1
54.9412979,82.9616935,9654,1,40.62,1
54.943893,82.96749,9654,3,74.0,1
55.1621034,84.258378,9654,3,87.0,3
55.0144633,83.0020738,9654,1,58.03,1
54.94443,82.95908,9654,1,33.0,1
55.0333136,83.0250255,9654,1,51.0,1
55.0139939,83.0033194,9654,1,41.36,1
54.94623,82.97007,9654,1,40.0,1
55.014108,83.0016615,9654,1,58.03,1
55.0144633,83.0020738,9654,1,34.0,1
54.9822509,82.6834702,9654,1,32.5,3
55.03957,83.0027,9654,3,59.2,1
54.921256,82.991208,9654,1,35.0,1
53.3398397,83.7561371,6817,2,53.0,3
57.9134913,59.9390481,6171,1,32.0,1
55.017756,83.003578,9654,1,39.0,1
54.9460464,82.9612743,9654,1,41.39,1
53.826046,91.341543,2359,2,59.0,3
55.3268489,86.1266484,2860,1,46.6,3
55.0020643,83.0151639,9654,2,60.0,3
54.920232,82.982297,9654,3,100.0,3
54.947346,82.97016,9654,1,48.0,1
55.0207064,83.0061471,9654,2,57.73,1
55.0128684,82.9999987,9654,1,48.94,1
55.003674,82.97851,9654,2,44.0,1
55.0751446,83.0271669,9654,1,38.7,0
55.0128684,82.9999987,9654,1,58.03,1
54.9438939,82.9668414,9654,1,33.0,1
55.03216,83.021562,9654,3,66.0,1
55.018133,83.008033,9654,1,43.39,1
55.0128684,82.9999987,9654,2,63.85,1
55.017756,83.003578,9654,1,41.36,1
55.0303931,83.0155452,9654,1,48.94,1
54.946627,82.969523,9654,3,59.0,0
54.943893,82.96749,9654,2,56.0,1
55.0303931,83.0155452,9654,2,63.85,1
54.947755,82.971634,9654,1,41.89,1
54.94594,82.97192,9654,3,87.0,1
55.033703,82.902894,9654,1,40.0,3
54.947346,82.97016,9654,1,48.94,1
55.020946,83.008599,9654,1,43.0,1
55.0169091,83.0067324,9654,2,57.0,1
55.0176723,83.003522,9654,1,39.35,1
54.959439,82.966873,9654,3,60.4,1
54.9438939,82.9668414,9654,2,63.13,1
55.055763,82.90424,9654,3,103.0,3
54.9644368,82.9450065,9654,1,50.0,3
55.029434,83.02724,9654,1,32.47,1
55.0303931,83.0155452,9654,1,41.36,1
55.0303931,83.0155452,9654,1,59.0,1
54.94702,82.972235,9654,1,41.36,1
55.018133,83.008033,9654,1,33.0,1
45.8471947,40.153996,2843,3,65.0,3
55.0367317,82.9123759,9654,2,58.0,3
55.013916,83.00329,9654,1,48.94,1
54.947372,82.972307,9654,1,32.0,1
54.9438939,82.9668414,9654,1,32.47,1
55.3574124,78.3392365,9654,2,48.0,3
55.0303931,83.0155452,9654,2,63.85,1
55.00571,82.96985,9654,1,32.0,3
54.94654,82.971405,9654,1,41.0,1
55.0303931,83.0155452,9654,1,48.94,1
54.94361,82.962845,9654,1,32.47,1
54.9436459,82.9649398,9654,2,63.13,1
54.945867,82.970062,9654,1,39.0,4
54.945205,82.965992,9654,1,32.47,1
54.947346,82.97016,9654,1,48.94,1
55.043345,83.001296,9654,1,23.0,3
54.9471407,82.9585961,9654,1,32.47,1
55.017756,83.003578,9654,1,48.0,1
54.3697363,81.9000444,9654,1,31.2,3
52.4453544,85.0367478,6817,1,30.0,3
55.0114007,82.8973209,9654,1,33.9,1
55.0114007,82.8973209,9654,1,37.0,1
54.970844,83.09831,9654,1,40.5,3
54.942858,82.963881,9654,1,48.94,1
55.0132483,83.0006093,9654,1,48.94,1
55.0303931,83.0155452,9654,1,48.94,1
54.9439663,82.964339,9654,1,32.47,1
55.03272,83.00992,9654,2,51.0,1
55.04253,82.94905,9654,3,81.29,3
54.9462196,82.9737747,9654,2,56.0,1
55.0303931,83.0155452,9654,1,41.36,1
55.0351427,82.902504,9654,2,44.0,3
55.014108,83.0016615,9654,1,48.0,1
55.0128684,82.9999987,9654,2,63.85,1
55.029434,83.02724,9654,2,58.7,1
55.028191,82.9211489,9654,4,142.0,3
55.0303931,83.0155452,9654,1,33.58,1
55.0303931,83.0155452,9654,1,33.58,1
55.0303931,83.0155452,9654,1,49.94,1
51.8127929,107.6471019,9579,3,64.0,1
54.9449409,82.971643,9654,3,74.0,1
55.0303931,83.0155452,9654,1,33.58,1
55.0128684,82.9999987,9654,1,58.03,1
55.014108,83.0016615,9654,1,48.94,1
55.0303931,83.0155452,9654,1,48.94,1
55.067055,82.93873,9654,1,31.0,3
55.0303931,83.0155452,9654,1,39.35,1
55.0303931,83.0155452,9654,1,33.58,1
55.018427,83.010315,9654,1,32.7,1
54.94594,82.97192,9654,1,41.36,1
55.013916,83.00329,9654,1,39.36,1
55.0139939,83.0033194,9654,1,39.02,1
55.032105,83.0254217,9654,2,58.0,1
54.947786,82.970996,9654,2,63.13,1
55.0303931,83.0155452,9654,2,58.75,1
55.0489401,82.9026704,9654,1,30.0,1
54.944957,82.96274,9654,2,64.0,1
54.944735,82.959884,9654,1,32.12,1
55.035515,82.968445,9654,3,61.0,1
55.0303931,83.0155452,9654,2,63.85,1
54.947346,82.97016,9654,2,63.13,1
55.0303931,83.0155452,9654,1,48.94,1
55.029434,83.02724,9654,2,58.0,1
54.945609,82.96027,9654,2,63.13,1
55.012889,83.000083,9654,2,63.85,1
54.94443,82.95908,9654,1,32.47,1
54.9213159,82.9911603,9654,2,60.0,3
55.0303931,83.0155452,9654,1,58.75,1
55.0128684,82.9999987,9654,1,32.47,1
55.0168082,83.0089087,9654,3,60.0,1
54.94594,82.97192,9654,2,58.75,1
55.056885,82.947334,9654,1,31.5,1
55.0128684,82.9999987,9654,1,34.0,1
54.947346,82.97016,9654,2,58.77,1
55.03207,82.901215,9654,1,33.0,3
55.013916,83.00329,9654,2,58.75,1
55.013916,83.00329,9654,2,63.13,1
55.0135228,83.0027967,9654,1,32.47,1
54.9471407,82.9585961,9654,1,41.36,1
54.944735,82.959884,9654,1,32.47,1
55.0053085,83.021332,9654,1,38.77,3
55.03566,82.9585146,9654,1,24.0,3
55.0195923,83.0111495,9654,1,39.35,1
54.94594,82.97192,9654,1,39.0,1
54.9471407,82.9585961,9654,1,41.36,1
54.9457305,82.9618646,9654,2,56.14,1
54.944528,82.973987,9654,1,41.36,1
55.0176723,83.003522,9654,1,41.36,1
54.851175,82.9743809,9654,2,58.8,3
54.9910451,82.8400194,9654,2,45.6,1
54.944735,82.959884,9654,1,32.47,1
54.9996442,82.9500686,9654,5,323.0,0
54.944957,82.96274,9654,3,87.39,1
54.9474859,82.9568902,9654,3,74.0,1
55.0139939,83.0033194,9654,1,39.02,1
54.990128,82.90738,9654,1,31.5,3
45.03666,38.917297,2843,3,115.0,0
45.0370165,38.9170294,2843,3,115.0,0
45.02531,38.90193,2843,3,115.0,0
45.062159,39.034027,2843,2,55.6,0
55.778446,38.616936,81,2,40.7,3
55.0650662,82.8936012,9654,2,45.0,0
54.6171783,83.2845139,9654,3,58.0,1
56.2244458,93.5313948,3870,2,50.3,1
52.922413,78.56768,6817,1,33.0,1
59.9974203,30.359332,2661,1,29.5,3
55.2088112,61.2958154,5282,2,85.0,1
52.213879,104.084289,5368,2,48.0,5
52.02627,113.51795,10160,2,46.0,3
53.361523,83.642132,6817,2,42.0,3
57.170473,65.452141,3991,4,323.0,0
55.6439555,38.0071016,81,2,41.0,3
56.8717314,53.2820171,1010,4,68.0,1
57.176624,65.47833,3991,3,57.3,1
57.1494096,65.5291596,3991,3,95.3,0
56.2819556,101.8508886,5368,2,49.7,3
53.3518481,58.9741763,5282,2,50.0,1
54.9213159,82.9911603,9654,5,98.0,1
56.8581876,53.3028872,1010,1,33.0,2
54.7333493,83.0795541,9654,-1,21.0,3
55.1034552,59.7208434,5282,5,85.0,3
54.7936128,83.0478275,9654,3,71.9,3
55.024456,82.954853,9654,2,53.0,3
51.5198716,104.150098,5368,2,41.0,1
45.037763,38.943324,2843,2,96.52,0
44.992199,39.070534,2843,1,35.5,0
57.133661,65.478902,3991,2,62.4,1
47.3028831,39.7269436,3230,3,88.9,2
53.2393822,50.2793378,3106,2,42.2,3
57.1494096,65.5291596,3991,3,95.2,0
45.038611,38.912018,2843,3,84.0,0
52.504228,103.835006,5368,3,75.0,3
45.0611053,39.0278339,2843,1,38.0,4
45.0630726,39.0340025,2843,1,37.4,4
45.016582,38.971073,2843,1,35.0,3
45.0657329,38.9614228,2843,3,65.8,3
45.093855,39.004904,2843,1,37.1,0
45.0653994,38.9637066,2843,3,58.0,3
45.009828,39.042318,2843,1,38.0,0
45.0364786,38.9711715,2843,1,61.0,2
45.020003,39.009332,2843,1,38.0,4
45.050481,38.974846,2843,1,18.0,0
45.025533,39.019914,2843,1,39.1,0
55.014824,82.88855,9654,1,32.5,1
55.8275034,49.0674551,2922,1,33.0,1
54.995483,82.892196,9654,1,36.0,2
55.047982,61.595,5282,2,42.4,3
55.033703,82.978874,9654,1,61.0,3
45.0706098,39.0132694,2843,1,37.0,4
45.037802,38.941986,2843,1,47.4,0
55.0467745,82.9871848,9654,1,45.9,1
55.0594201,82.9799425,9654,2,40.0,3
53.2533313,83.6972809,6817,1,31.0,1
45.071943,38.977541,2843,2,55.0,0
45.055805,38.954751,2843,1,30.0,1
45.0896356,39.011878,2843,1,39.0,3
45.073566,38.973786,2843,2,63.0,0
45.0669969,38.9596836,2843,2,75.0,2
45.1018005,38.972481,2843,2,75.7,2
45.0660785,38.9542837,2843,3,102.0,0
45.072297,38.9821339,2843,2,60.0,4
45.003082,39.033966,2843,2,54.0,3
52.033973,113.499432,10160,3,56.0,3
55.073547,82.97155,9654,1,28.6,0
54.9439663,82.964339,9654,2,58.75,1
54.9332413,82.9243596,9654,2,44.1,3
55.0641796,82.8964756,9654,3,99.9,3
54.970554,82.86685,9654,1,41.5,4
54.946526,82.97303,9654,1,41.36,1
54.9411466,82.9622915,9654,2,56.14,1
54.946236,82.97248,9654,1,39.0,1
54.944094,82.968391,9654,2,56.14,1
55.0168082,83.0089087,9654,3,59.0,1
55.0641796,82.8964756,9654,3,99.9,3
54.9471407,82.9585961,9654,1,34.0,2
54.993897,82.910036,9654,2,72.0,3
55.0303931,83.0155452,9654,3,87.39,1
54.945778,82.97078,9654,3,96.0,1
55.0537145,82.9072329,9654,2,57.78,0
53.342628,83.766027,6817,2,42.0,3
54.94654,82.971405,9654,1,39.0,1
54.945619,82.961007,9654,1,43.0,1
55.0303931,83.0155452,9654,1,33.58,1
55.013916,83.00329,9654,1,48.02,1
54.9436459,82.9649398,9654,1,49.0,1
54.9439663,82.964339,9654,2,63.13,1
56.813025,61.319738,6171,1,29.4,3
55.0135228,83.0027967,9654,1,48.94,1
55.0303931,83.0155452,9654,2,58.75,1
55.0303931,83.0155452,9654,2,63.85,1
54.9307126,82.9202276,9654,2,43.0,1
54.9471407,82.9585961,9654,2,58.75,1
55.0144633,83.0020738,9654,1,48.02,1
55.029503,83.02361,9654,2,46.3,1
54.94772,82.975426,9654,3,59.02,1
54.945423,82.970861,9654,1,39.35,1
54.94772,82.975426,9654,1,41.36,1
55.044903,82.92522,9654,4,137.0,3
55.0144633,83.0020738,9654,1,33.0,1
54.9609396,82.9674832,9654,1,18.0,3
55.018133,83.008033,9654,1,33.58,1
54.945236,82.961357,9654,3,87.39,1
55.0497956,82.9610396,9654,2,62.7,3
54.9950373,82.8883044,9654,1,39.0,2
55.017756,83.003578,9654,1,48.94,1
55.0303931,83.0155452,9654,1,33.58,1
55.013916,83.00329,9654,1,33.0,1
54.946236,82.97248,9654,3,34.0,3
45.044272,38.943845,2843,3,95.0,0
45.085729,39.008443,2843,2,55.1,3
44.995392,39.076347,2843,2,61.1,0
55.319694,86.074289,2860,2,53.0,1
45.0083784,39.0784314,2843,3,69.1,3
55.344223,86.10155,2860,1,30.3,3
53.32875,83.68895,6817,1,39.0,1
45.0378916,38.9473703,2843,3,105.0,0
45.03795,38.946323,2843,3,106.0,0
56.8343822,53.1215981,1010,3,79.0,3
45.024705,38.907742,2843,1,58.0,2
45.078003,39.003035,2843,3,74.3,0
45.060573,39.010464,2843,1,36.0,4
44.998522,39.078188,2843,1,48.8,0
55.0751446,83.0271669,9654,3,76.0,0
51.993315,113.283639,10160,3,66.0,1
55.8710831,38.1981732,81,2,41.0,3
55.8219229,49.1006657,2922,2,48.0,1
54.4399557,83.4959042,9654,2,52.0,3
55.3401662,86.122442,2860,1,31.0,3
53.7223325,91.4436721,2359,2,55.0,3
55.052856,82.911156,9654,2,44.0,1
55.0263937,82.8564613,9654,2,56.0,3
54.98829,83.0438,9654,3,77.0,3
55.058666,82.98167,9654,2,69.0,0
55.05805,82.943886,9654,3,59.0,1
53.0860377,50.1586946,3106,2,54.0,3
55.039718,82.930796,9654,2,71.0,0
56.188474,95.7297382,3870,3,62.0,3
55.028129,83.0263511,9654,1,34.0,1
55.051154,82.895582,9654,2,45.0,1
55.045177,82.91479,9654,2,43.3,3
52.03347,113.51667,10160,2,92.0,3
55.04776,82.93074,9654,2,52.0,1
55.6315386,109.3332687,9579,2,46.3,1
55.8566717,37.430194,3,3,84.0,1
57.881243,59.957326,6171,2,69.0,3
55.0771595,82.951292,9654,3,90.3,3
55.104831,82.961734,9654,1,36.0,1
55.0472945,82.9180166,9654,2,44.0,3
56.6544326,90.5715205,3870,1,28.0,5
55.0113044,82.9532646,9654,3,60.0,1
55.059868,82.91608,9654,2,42.0,3
54.9932251,82.9894687,9654,3,57.0,1
55.02795,82.94475,9654,2,54.0,2
54.862175,82.96497,9654,2,52.0,1
52.5132381,103.8811185,5368,1,33.0,1
55.028191,82.9211489,9654,2,65.5,1
51.8335853,107.5842223,9579,1,43.0,2
53.3378268,83.6560732,6817,1,37.0,1
53.3411251,83.6573616,6817,1,42.0,1
54.793484,55.856697,2722,-1,31.0,2
55.060204,82.984965,9654,1,33.0,3
55.3595525,86.170801,2860,2,52.0,1
56.1914335,95.7348441,3870,2,48.0,3
55.7513679,37.5219152,3,1,37.0,3
55.101689,82.971131,9654,3,55.6,3
44.8555793,38.4939255,2843,3,45.0,3
60.020732,30.464782,2661,2,60.0,2
55.04758,82.967708,9654,1,40.0,3
55.010075,82.95423,9654,2,44.0,1
55.107185,82.95623,9654,1,36.9,1
55.0148441,82.9669451,9654,3,70.0,0
55.7434619,52.3959165,2922,1,33.0,1
54.965755,82.850038,9654,2,53.0,1
56.116468,92.938208,3870,2,50.0,1
56.8641435,53.2380622,1010,3,146.8,3
55.0280384,82.9887026,9654,2,46.0,3
54.990535,82.827966,9654,3,62.2,3
55.07612,82.975235,9654,2,60.0,3
51.7076501,94.4129902,5178,2,47.6,1
55.8586927,37.4458142,3,1,32.0,1
55.0673646,82.9322917,9654,3,59.0,1
